"Battletags","Level","K/D","KDA","Win Pct","Kills/Game","Elim/Game","Damage/Game","Healing/Game","Elim/Min","Healing/Min","Damage/Min","Solo Kills","Obj kills","Final Blows","Damage Done","Elims","Environment Kills","MultiKills","Deaths","Games","GameTimeMin","Rating"
"SKRRRRT-11141",79,2.99,4.33,53.6,25.21,25.21,8917.59,2154.54,2.2,3.13,778.52,242,1053,1422,980935,2773,7,49,928,110.000011213792,1259.9997431023,2496
"calm-11910",981,2.47,3.88,51.7,20.29,20.29,6367.15,4445.71,1.69,6.16,529.65,166,962,1024,764058,2435,7,25,987,120,1442.5715094874,3041
"Liker-2876",400,2.52,4.5,49.1,20.95,20.95,6854.24,4355.06,1.77,6.12,577.82,116,1001,877,753966,2304,9,25,913,109.999941641962,1304.84579973002,2337
"Randal-21560",512,2.74,4.76,51.5,21.74,21.74,6431.01,5198.04,1.83,7.31,542.27,293,3291,2615,2160819,7304,28,96,2666,335.999944021235,3984.76589153005,3262
"LGShiro-2464",414,2.47,3.17,40.9,20.09,20.09,8026.91,1314.41,1.71,1.87,683.98,20,176,216,176592,442,3,4,179,21.9999975083812,258.182987806661,3001
"PyroSSBM-1816",566,3.43,3.61,52.3,25.81,25.81,11279.86,330.14,2.26,0.48,986.61,142,1001,944,992628,2271,0,38,662,88.0000283691464,1006.09967464348,3152
"Midnite-2729",130,1.58,3.65,57.1,13.67,13.67,3637.62,5593.9,1.15,7.82,304.93,4,143,85,76390,287,3,14,182,20.9999945018996,250.516511986358,2169
"LioEvilo-1398",860,2.12,2.82,44.1,22.46,22.46,8293.19,1307.58,1.82,1.77,672.5,85,486,623,489298,1325,6,17,625,58.999974678019,727.580669144981,3702
"Frossty-1526",704,2.5,3.17,50.8,20.95,20.95,8329.81,797.62,1.81,1.15,717.87,96,1104,1162,1032896,2598,23,64,1038,123.999947177667,1438.8343293354,3130
"Punisher-12225",191,2.91,3.29,55,23.9,23.9,0,791.65,2.66,1.47,0,37,209,240,0,478,2,9,164,NA,NA,2324
"Silverfox-1515",289,4.67,5.61,56.1,30.32,30.32,10000.85,1248.78,2.59,1.78,854.24,68,508,490,410035,1243,6,19,266,41.0000149987251,479.999765873759,2453
"Mebaba-1771",135,1.23,4.13,45.2,8.38,8.38,2258.26,6703.79,0.75,9.96,201.22,7,169,86,94847,352,2,0,287,42.0000354255046,471.359705794653,1559
"Samza-21697",342,3.93,4.71,60,28.8,28.8,10383.07,1976.33,2.32,2.65,835.4,41,163,225,155746,432,9,8,110,14.9999951844686,186.432846540579,2621
"Epis-21696",106,2.61,4.47,46.2,25.54,25.54,6896.69,4438.73,2.02,5.85,545.28,36,288,288,179314,664,2,5,254,26.0000086998256,328.847564553991,3187
"LuCy-32826",590,0.84,5.02,58.3,5.97,5.97,1578.92,10598.56,0.51,15,134.09,4,83,37,56841,215,2,2,255,35.9999239986826,423.901856961742,3000
"Baruch-21326",156,2.29,3.82,49.2,19.05,19.05,6296.2,157.69,1.75,0.24,577.8,22,682,288,371476,1124,13,11,491,59.0000317651917,642.914503288335,2033
"Dankestmeme-12234",480,2.57,2.86,45.5,22.9,22.9,9583.13,429.26,2.1,0.66,878.45,235,855,1038,737901,1763,0,29,686,76.9999989564996,840.003415106153,2046
"Tyrone-12252",550,2.83,3.16,48.9,24.29,24.29,8178.1,854.8,2,1.17,671.98,789,2518,3774,2289868,6802,34,76,2403,280,3407.64308461561,3019
"Nak-1568",124,3.15,3.59,56.3,24.38,24.38,7656.11,519.7,2.24,0.8,703.34,102,836,549,489991,1560,0,22,495,63.9999947754147,696.663064805073,2058
"TeamPlayer-11328",45,1.65,2.32,39.3,16.16,16.16,6152.43,2625.25,1.42,3.84,540.64,159,918,898,750596,1972,20,22,1198,121.999925232794,1388.34714412548,1495
"Nekim-11725",188,2.55,3.1,66.7,26.78,26.78,10141.96,806.04,2.12,1.06,802.72,52,271,355,273833,723,0,4,284,27.0000078880216,341.131403229021,3267
"HappyImHere-2228",238,2.19,2.26,49,23.68,23.68,8756.68,136.19,2.02,0.19,747.38,728,2174,3281,2250468,6086,23,96,2774,257.00014160618,3011.14292595467,2262
"YoshiBrony-2300",1071,2.31,4.23,64.7,18.76,18.76,5931.24,4776.71,1.63,6.9,514.27,22,118,113,100831,319,8,3,138,16.9999865120953,196.066268691543,3294
"ProtoJay-2984",886,3.11,4.85,47.6,24.29,24.29,7021.74,6081.21,2.13,8.87,614.4,35,491,322,294913,1020,3,25,328,41.9999886068126,480.001627604167,2764
"Muzick-1584",1372,0.71,5.32,46.2,5.24,5.24,987,11408.03,0.44,15.82,82.11,28,655,239,234906,1247,0,18,1753,238,2860.86956521739,2317
"Danno-2827",51,2.45,3.81,66.7,17.13,17.13,5015.6,2966,2.14,6.18,626.95,7,119,83,75234,257,0,3,105,15,120,2836
"Kinkaid-11291",255,2.88,4.47,44.4,22.99,22.99,6748.33,5005.25,1.9,6.89,557.66,156,1969,1173,1079733,3678,12,31,1279,160.000029636962,1936.18513072481,2077
"GhostPants-213282",7,2.17,2.9,50,24.24,24.24,8255.1,2331.99,1.82,2.92,620.03,121,750,774,643898,1891,6,24,871,78.0000242274473,1038.49491153654,2771
"Storyhole-1328",540,2.49,3.29,50.7,21.56,21.56,7912.56,2020.62,1.83,2.87,673.29,145,565,796,561792,1531,2,11,616,71.0000303315235,834.398253352939,2796
"Izzy-21957",1018,2.16,4.71,49,17.43,17.43,5039.32,6455.43,1.44,8.89,416.16,107,1106,753,791174,2736,73,28,1265,157.000150813999,1901.12937331795,4052
"Mallvin-21222",585,2.53,4.94,50,19.83,19.83,5677.08,6757.67,1.68,9.56,481.96,4,118,68,68125,238,4,4,94,12.0000070458757,141.349904556395,3000
"Surprise-11145",588,2.56,6.37,58.8,23.29,23.29,4798.03,10850.35,1.73,13.46,357.07,18,359,198,163133,792,17,13,309,33.9999958316226,456.865600582519,3526
"andrew-32342",400,1.33,4.48,37.5,14.31,14.31,4648.19,7149.94,1.11,9.24,360.38,2,108,61,74371,229,8,30,172,15.9999913944998,206.368277928853,2115
"Slinky-21792",437,2.85,4.52,48.2,23.32,23.32,7565.39,2711.8,1.94,3.75,628.02,46,493,463,423662,1306,9,12,459,56.0000211489427,674.599535046655,3231
"kkenji-1631",518,2.23,3.04,45.9,21.57,21.57,7422.06,1874.13,1.7,2.47,586.23,65,962,892,809004,2351,8,47,1052,108.999927243919,1380.01125837982,2954
"EXECUTIONER-1612",840,2.56,2.66,56.8,25.78,25.78,10063.35,491.31,2.09,0.66,815.31,209,737,1139,885575,2269,3,35,886,88.0000198740976,1086.1819430646,2649
"Chromian-1224",174,2.23,2.85,47.6,19.46,19.46,6336.35,1899.88,1.8,2.93,585.94,386,1984,1892,1343306,4125,2,27,1846,211.999968436087,2292.56579171929,1597
"Yandynasty-1691",437,2.22,2.35,43.3,21.32,21.32,9240.75,901.65,1.94,1.37,841.94,388,1522,1963,1515483,3497,28,69,1573,164,1799.98931040217,2131
"DyingFajita-1594",218,2.34,2.8,47,20.71,20.71,7547.43,1272.54,1.84,1.88,670.38,287,1554,1334,1139662,3127,39,31,1336,151.00000927468,1700.02386706047,1064
"dragon-17706",693,2.76,5.5,52.1,21.77,21.77,5340.42,7359.23,1.74,9.79,426.05,24,536,252,256340,1045,7,15,379,47.9999700398096,601.66647107147,2868
"FOX-32198",453,1.22,4.87,50,8.21,8.21,2605.71,9878.57,0.77,15.38,243.47,23,64,24,36480,115,0,15,94,14.0000230263537,149.83365507044,2718
"Genji-14433",364,2.53,4.08,49.7,19.49,19.49,6067.95,4872.62,1.64,6.85,511.54,206,1292,1073,1001211,3216,8,37,1272,164.999876399773,1957.24870000391,2763
"Wind-1630",817,2.51,4.5,55.6,18.94,18.94,5174.78,8981.33,1.89,14.97,517.48,12,196,81,93146,341,0,4,136,17.9999922702028,179.999227023267,1845
"TheShahula-2263",414,2,3.9,74.6,17.39,17.39,5665.21,4304.7,1.49,6.15,485.53,22,619,435,402230,1235,6,10,617,71.0000158864367,828.434906184994,3687
"Jepps-2692",497,2.58,3.89,53.6,20.86,20.86,8042.93,3878.93,1.71,5.29,658.68,93,705,708,675606,1752,6,29,679,83.9999850800641,1025.69684824194,4235
"AdamX-11618",1793,2.19,2.66,50.2,21.82,21.82,6952.16,1208.57,1.8,1.66,572.55,431,1794,2245,1536428,4823,19,62,2202,221.00009205772,2683.48266526941,2864
"bang-12317",1200,2.33,5.3,50,18.95,18.95,3738.02,13063.79,1.51,17.3,297.07,104,2323,928,814889,4131,4,58,1776,218.000171213637,2743.08748779749,2771
"Hello-12735",833,2.45,3.82,58.1,23.16,23.16,7439.56,2775.63,1.75,3.5,562.23,44,422,331,319901,996,14,22,407,42.9999892466759,568.98600216993,3001
"DonaldDuck-21138",169,1.72,4.8,47.7,13.61,13.61,0,8229.61,1.25,12.57,0,48,246,243,0,599,0,6,349,NA,NA,2859
"SirLofish-1602",620,2.32,2.68,51.4,25.86,25.86,8770.66,830.34,2.03,1.08,687.59,249,939,1488,973543,2871,32,40,1240,110.999970355709,1415.87719425821,2935
"Unseign-1206",799,0.3,4.31,31,2.36,2.36,675.79,13257.31,0.21,19.33,59.13,5,35,28,28383,99,0,0,328,41.9997336450673,480.010147133435,2650
"WinkyMix-2818",885,3.19,4.27,43.6,25.36,25.36,9102.15,2562.54,2.04,3.43,731.85,131,445,545,354984,989,14,9,310,39.0000164796229,485.050215208034,2493
"Fall-1237",1620,2.17,4.02,50.6,19.26,19.26,6434.39,3612.85,1.64,5.11,546.37,577,5332,3843,3802727,11382,48,185,5239,591.000390091368,6959.98499185534,3571
"Zalkiaa-2421",36,3.5,3.74,66.7,25.52,25.52,9312.24,497.52,2.98,0.97,1086.43,41,253,265,195557,536,6,6,153,20.9999957045781,179.999631821654,1904
"Tomkas-2268",466,3.35,4.68,50,26.05,26.05,9482.55,1330.33,2.2,1.87,800.81,73,705,644,606883,1667,2,31,497,63.9999789086269,757.836440603889,4308
"Mac-13246",542,3.55,5.58,61.9,22.97,22.97,6189.86,5964.44,2.03,8.79,547.03,71,686,477,389961,1447,9,24,408,62.9999709201824,712.869495274482,2521
"Flibby-11274",666,2.46,3.61,44.4,25.1,25.1,7769.41,2199.33,2.03,2.96,627.53,68,731,633,489473,1581,7,42,643,63.0000218806833,779.999362580275,2896
"Pingu-1505",481,2.75,3.91,49.5,23.11,23.11,8338.61,1774.31,1.94,2.48,700.14,120,1016,1021,908909,2519,11,32,915,109.000061161273,1298.18179221299,3126
"NELUBKA-2164",100,2.75,7.92,53.9,18.82,18.82,5931.54,7162.15,1.7,10.78,535.49,69,492,420,385550,1223,4,4,444,64.9999831409718,719.994771144186,2774
"WHTSPCTR-2545",1501,2.44,3.08,46.3,22.89,22.89,7775.61,1386.3,1.88,1.89,637.67,331,1436,1927,1461815,4304,6,56,1767,188.000041154327,2292.43182210234,3620
"DarkL1ght-21803",376,2.19,3.01,50,20.52,20.52,7499.54,4259.14,1.73,5.99,632.81,136,942,724,734955,2011,25,28,919,98.0000106673209,1161.41495867638,2131
"superrnn-1808",95,1.85,2.07,50,19.67,19.67,6584.33,1201.33,1.86,1.89,621.71,52,91,201,118518,354,6,2,191,18.0000091125445,190.632288365958,2670
"MacIsBetter-2243",44,2.87,3.24,70,25.88,25.88,8496.98,812.18,2.28,1.19,747.53,98,357,515,339879,1035,5,17,361,39.9999764622254,454.669377817613,3215
"Bembi-21330",168,2.46,3.25,41.8,17.45,17.45,6190.6,2472.73,1.78,4.2,630.52,66,456,381,340483,960,9,12,390,55,540.003489183531,2042
"Ronin-23995",1426,2.54,2.94,42.1,27.37,27.37,10280.48,1342.31,2.06,1.69,775.5,314,1009,1558,1100011,2929,2,48,1153,106.99996498218,1418.45390070922,2855
"Choclan-1873",238,3.53,5.29,50.6,25.19,25.19,8503.33,1139.59,2.1,1.58,709.39,199,1931,1749,1462572,4333,5,78,1228,171.99991062325,2061.73191051467,2992
"shego-21158",275,0.81,4.3,46.4,6.73,6.73,1652.52,8445.47,0.57,11.94,140.21,45,466,296,277623,1131,2,10,1388,167.999782150897,1980.05135154411,2131
"Ryz-21611",40,2.53,3.31,50.7,23.3,23.3,8904.7,1799.14,2.03,2.61,773.86,108,662,734,650043,1701,15,19,672,72.9999887699754,840.00077533404,2551
"Zephyrus-21861",435,2.74,2.98,50.6,24.62,24.62,9531.39,1345.72,2.19,1.99,847.23,462,1478,2067,1525022,3939,6,61,1438,159.999958033403,1800.00944253627,2308
"WaveyBaby-1862",353,2.77,4.27,51.5,23.05,23.05,6816.08,4560.5,1.88,6.21,557.19,104,1195,792,702056,2374,17,43,856,102.999964789146,1259.99389795222,2322
"CarDusan-21554",1691,2.6,3.14,57.4,24.89,24.89,8150.72,1370.36,2.03,1.87,666.38,275,1118,1604,994388,3036,33,28,1167,122.000019630168,1492.22365617215,3180
"Lavq-1865",914,3.91,5.3,50,30.1,30.1,9513.7,2864.8,2.15,3.41,680.04,13,118,130,95137,301,5,3,77,10,139.899123580966,3181
"Jammerok-1761",197,1.84,1.94,38.5,16.31,16.31,8991.54,70.23,1.41,0.1,775.73,55,62,137,116890,212,3,15,115,12.9999977756869,150.683871965761,2566
"Daylinara-2151",296,1.65,5.07,46.5,13.9,13.9,3761,7322.59,1.27,11.17,344.22,35,478,344,267031,987,9,6,597,71,775.756783452443,1991
"DeadSpace57-2130",438,2.8,4.37,47.2,23.22,23.22,6995.03,3463.17,2.32,5.77,699.5,56,358,375,251821,836,5,11,299,35.9999885633085,360.001429592566,2204
"Enjoy2K-2244",649,1.71,5.76,46.1,13.51,13.51,3857.51,11765.79,1.06,15.44,303.83,19,426,239,293171,1027,3,4,602,76.0000622163002,964.917881710167,4235
"Law-1664",587,2.1,3.91,48.1,17.5,17.5,6343.62,3991.75,1.5,5.69,542.73,206,1200,1204,976917,2695,5,20,1285,153.999924333425,1800.00552761041,2959
"DarkLyf-1517",598,1.55,4.44,45.8,13.8,13.8,4261.36,6944.39,1.13,9.48,349.19,42,402,272,251420,814,4,7,526,58.9999436799519,720.009164065409,2149
"GamingBear-11203",440,2.17,3.95,30,14.3,14.3,4373.1,2790,1.64,5.34,502.66,8,39,53,43731,143,6,37,66,10,86.9991644451518,3214
"Kr0m-11364",268,2.69,3.39,51.9,22.4,22.4,8843.62,2932.8,1.89,4.12,745.09,328,1047,1284,937424,2374,0,18,884,106.000031661243,1258.13525882779,2497
"WaterNinja-2998",291,2.16,2.21,47.4,20.15,20.15,7031.88,169.57,1.79,0.25,625.36,515,1013,1650,1096974,3144,34,23,1454,156.000102390826,1754.14801074581,2880
"Vacious-11565",993,3.25,4.56,52.8,22.18,22.18,7040.89,1882.01,2,2.82,633.87,71,926,723,626639,1974,15,27,607,88.9999701742251,988.59229810529,2657
"Aireil-2917",165,1.64,2.31,46.4,17.54,17.54,5892.5,1619.32,1.64,2.52,549.97,50,182,286,164990,491,0,6,300,28,299.998181719003,2036
"ardittristan-2881",1281,2.04,3.45,54.5,20.3,20.3,7066.79,6307.18,1.48,7.65,514.25,19,374,161,233204,670,8,9,329,32.9999900945125,453.483714146816,3000
"AKMG-2508",206,1.71,3.83,52.7,15.16,15.16,4192.43,7423.34,1.24,10.11,342.53,114,1358,768,691751,2502,50,32,1465,165.000011926258,2019.5340554112,2075
"Baguette-11965",59,1.14,3.02,41.9,9.55,9.55,2782.77,4471.58,0.91,7.07,264.16,11,148,83,86266,296,0,2,259,31.0000467160419,326.567231980618,1581
"Maind-21933",149,3.66,5.99,56.6,26.96,26.96,6813.24,8980.94,2.33,12.94,589.06,76,1006,612,565499,2238,0,31,611,83.0000117418438,960.002376667912,2865
"Carcavo-1540",278,2.8,4.09,49.3,21.42,21.42,6864.23,4522.71,1.84,6.47,589.02,173,1655,1316,1015906,3170,11,29,1131,147.999994172689,1724.73939764354,1956
"Strez-11595",149,2.38,3.05,48.3,23.09,23.09,8416.33,1444.98,1.91,1.99,694.42,472,1656,2054,1514940,4156,11,64,1747,180.00007128998,2181.5903919818,2368
"Lewsid-11616",274,2.24,2.63,64.5,16.26,16.26,6947.81,23.71,1.68,0.04,717.94,10,307,220,215382,504,2,9,225,30.999984167673,300,2244
"deforzes10-2985",49,2.35,3.28,40.6,24.41,24.41,7905.72,3256.12,1.97,4.38,638.6,76,263,406,252983,781,10,3,332,31.9999949403723,396.152521139994,2514
"killerbast-2969",680,1.32,3.45,45.5,11.64,11.64,2913.09,6453.18,1.12,10.32,279.53,4,57,29,32044,128,4,5,97,11.000003432781,114.635280649662,3000
"Simba-22413",964,2.7,2.83,48.2,26.44,26.44,10254.14,286.05,2.17,0.39,840.78,630,2046,3534,2255911,5816,11,50,2154,220.000019504317,2683.1168676705,2691
"predz0r-1334",927,2.48,2.58,55.3,28.89,28.89,12128.11,295.05,2.34,0.4,981.02,91,390,647,460868,1098,8,29,443,37.999985158446,469.784509999796,2935
"Leun01-2629",699,1.63,4.6,43.7,12.14,12.14,3266.93,8311.57,1.05,12,282.9,26,525,309,336494,1250,2,9,768,103.000064280532,1189.44503358077,3327
"AnimeTidyz-1761",1253,2.21,3.5,53.4,21.2,21.2,6725.64,4222.59,1.73,5.76,550.28,151,1265,1070,894510,2819,9,36,1278,132.999982157832,1625.55426328415,2989
"Valeurx-2801",557,2.18,5.11,48,17.52,17.52,4142.68,9042.47,1.46,12.6,346.29,47,1293,564,613116,2593,16,28,1187,147.999845510636,1770.52759248029,2392
"botbot-21802",385,2.7,2.79,54,23.54,23.54,9000.42,660.14,2.18,1.02,833.37,197,429,667,450021,1177,7,13,436,50,540.001439936643,2417
"Gungnum-2633",294,2.04,2.39,38.7,18.06,18.06,7799.84,804.52,1.61,1.19,694.28,31,275,285,241795,560,0,14,274,30.9999948716897,348.267269689462,1879
"abdulrapidz-2945",414,2.19,3.62,50,19.8,19.8,6471.84,3065.65,1.63,4.2,531.56,222,1512,1487,1281424,3920,8,41,1792,197.99995055502,2410.68552938521,3646
"Mazwi-21748",411,2.03,4.61,51.6,16.47,16.47,5133.92,6572.2,1.44,9.6,450.16,39,370,304,328571,1054,11,18,520,64.0000233739521,729.898258397014,3879
"Toasty-11569",48,2.28,6.17,73.9,17.87,17.87,4652.09,6163.26,1.71,9.84,445.83,20,174,144,106998,411,0,2,180,22.9999849529996,239.997308391091,1821
"Metro-11630",328,2.38,2.53,49.2,27.59,27.59,10585.54,417.84,2.17,0.55,833.19,181,554,934,666889,1738,2,29,731,62.9999981106302,800.404469568766,2410
"Antoinette-21884",370,2.72,4.84,40.5,19.86,19.86,6967.26,4533.6,1.74,6.61,609.64,88,298,472,292625,834,2,17,307,42.0000114822757,479.996391312906,2844
"WeekYz-21781",157,2.35,2.99,41.5,20.81,20.81,8076.04,2329.96,1.76,3.29,684.87,70,398,552,428030,1103,15,21,470,52.9999851412326,624.979923197103,3307
"dirhs-2634",375,1.84,3.89,53.6,15.68,15.68,5000.39,3417.21,1.46,5.32,466.7,26,202,153,140011,439,52,9,238,28.0000159987521,300.002142704093,2899
"Punchingcake-1534",286,3.59,6.75,50,23,23,4394.4,11612.8,2.05,17.26,391.83,3,98,60,43944,230,9,3,64,10,112.150677589771,2684
"SORX-21219",114,2.85,3.45,55.6,26.72,26.72,9743.32,1287.7,2.4,1.93,876.9,198,720,1102,789209,2164,6,24,758,81.0000082107536,899.998859619113,3162
"Pistola-21124",102,3.08,4.38,53.4,23,23,6859.46,2837.22,2.17,4.47,647.84,339,2225,1920,1399329,4693,5,56,1523,203.999877541381,2159.99166460855,1570
"Boxhamster-21909",138,3.26,3.72,46.2,25.62,25.62,10291.73,689.77,2.4,1.08,965.49,95,284,409,267585,666,0,5,204,26.0000019433079,277.149426715968,2577
"MaDSp3ctr3-2614",84,0.24,4.44,59,1.77,1.77,521.1,11143.21,0.15,15.83,44.43,2,41,14,20323,69,0,0,290,39.0001919017463,457.416160252082,2068
"BlackRubix-2385",52,1.64,1.85,45.5,18.32,18.32,6842.32,616.32,1.68,0.94,627.21,74,140,225,150531,403,0,0,245,21.9999941540296,240.000956617401,1515
"henrybenners-2193",699,2.4,3.35,46.1,20.79,20.79,7637.52,2248.44,1.77,3.18,648.75,243,808,1018,878315,2391,13,19,996,115.000026186511,1353.85741811175,3100
"WILDGengar-11553",862,2.32,6.34,61.9,17.69,17.69,4582,7104.29,1.47,9.86,381.67,52,823,546,444454,1716,9,13,741,97,1164.49812665392,3439
"PladmirVutin-1669",1089,2.39,3.31,48,21.72,21.72,7188.52,1462.4,1.81,2.03,599.04,17,242,200,179713,543,4,2,227,25,300.001669337607,3851
"miigs2-2179",153,3.05,5.01,51.3,24.76,24.76,7691.29,1977.22,2,2.67,622.87,88,761,654,599921,1931,7,36,633,78.0000494065365,963.156035769904,3338
"Zephyr-1875",186,2.51,2.58,71.4,22.07,22.07,10874.64,55.43,2.58,0.11,1268.71,51,113,207,152245,309,0,3,123,14.0000036782827,119.999842359562,1767
"Boyf-11140",179,2.99,3.05,44.7,21.34,21.34,5654.83,220.36,2.09,0.36,553.7,29,536,249,265777,1003,5,16,335,46.9999982316002,480.001806032147,1743
"Deadrift-11194",534,2.29,4.08,53.5,17.93,17.93,6250.14,2677.14,1.84,4.57,639.9,50,326,349,268756,771,2,7,336,42.9999968000717,419.996874511642,3322
"RoyalScumbag-2391",252,1.68,4.99,52.2,11.91,11.91,2770.61,7840.3,1.14,12.52,265.52,7,149,77,63724,274,0,0,163,22.9999891720596,239.99698704429,2257
"Near-1124",204,2.14,2.42,45.6,17.43,17.43,1881.79,1420.3,1.57,2.14,169.99,2022,5153,6255,1213757,11242,67,75,5254,645.001301951865,7140.1670686511,1384
"Acertijo-1462",611,2.49,3.41,45.3,22.42,22.42,8111.53,2901.47,1.88,4.06,680.76,56,558,437,429911,1188,4,19,478,52.9999889046826,631.516246547976,2027
"Speedee-11511",532,2.04,2.6,46.1,20.86,20.86,6918.05,1246.4,1.75,1.75,581.56,241,744,1108,705641,2128,9,26,1045,101.99998554506,1213.35889676044,3593
"IamGroot-21575",2295,1.54,2.19,48.3,16.94,16.94,5742.93,2509.67,1.51,3.72,511.44,673,2677,2690,2055969,6063,113,70,3944,358.000010447629,4019.96128578132,1781
"August8th-11499",454,2.95,3.91,49.5,25.88,25.88,9724.19,1839.39,2.26,2.67,847.75,488,1907,3040,1983734,5279,8,140,1792,203.99992184439,2339.99882040696,4191
"Mctvector-11582",210,2.01,3.55,42.4,19.03,19.03,6104.73,3466.18,1.68,5.11,539.95,48,297,266,201456,628,7,13,313,32.9999852573333,373.101213075285,1953
"Crackalac-11380",73,2.42,3.88,52.9,22.82,22.82,7686.53,2182.82,1.9,3.03,639.71,28,153,159,130671,388,0,10,160,16.9999986990228,204.265995529224,2437
"Halo-11521",43,3.2,4.28,54.5,23.82,23.82,6381.73,1331.45,1.92,1.79,514.91,5,112,69,70199,262,4,3,82,10.9999952990803,136.33256297217,1666
"LittleSister-11559",185,2.16,5.5,54.8,15.81,15.81,4720.88,6653.1,1.33,9.35,397.89,73,424,381,344624,1154,10,11,535,72.9999491620206,866.128829576013,3602
"Belmin-21657",57,2.25,2.34,48.7,17.94,17.94,6724.43,313.25,1.86,0.54,695.83,519,1003,1781,1035562,2762,3,27,1230,153.999967283472,1488.2399436644,1520
"Yish-11758",1304,2.4,3.19,48.7,21.42,21.42,8611.86,2119.49,1.71,2.82,688.17,234,894,1292,990364,2463,4,33,1028,115.000011611893,1439.12695990816,3716
"BelayaNoch-2217",254,2.99,8.24,59.4,20.35,20.35,7328.04,7657.94,1.77,11.08,636.32,115,1032,850,974629,2706,2,24,906,132.999956332116,1531.66488559215,4328
"Tesla-22602",126,2.4,3.77,50.6,21.59,21.59,7198.01,3551.57,1.78,4.89,595.03,91,793,671,583039,1749,2,27,729,81.0000263961845,979.84807488698,3010
"Liguone-21897",89,2.93,4.09,51.5,20.67,20.67,7556.25,3128.25,1.84,4.64,671.98,247,2082,1829,1715268,4691,80,59,1599,226.999900744417,2552.55811184857,2628
"Skoomsy-2122",534,2.45,5.72,38.5,18.54,18.54,4182.5,9416.81,1.6,13.54,360.96,14,266,123,108745,482,0,8,197,26,301.266068262411,1880
"uMental-1771",952,2.66,3.19,55.6,18.54,18.54,6873.63,1147.67,1.54,1.59,571.82,113,781,609,618627,1669,26,22,627,90.0000436450609,1081.85617851772,4178
"Bassic-11855",168,1.92,2.24,50,17.98,17.98,6877.87,1137.41,1.62,1.71,621.56,210,2361,2150,1678200,4387,30,48,2290,243.999959289722,2699.98069373834,1969
"Vaporeon-21625",423,1.97,4.06,41,18.21,18.21,6151.1,5514.13,1.51,7.62,509.92,35,289,259,239893,710,3,7,361,39.0000162572548,470.452227800439,2752
"Deadshed-1144",532,2.31,3.29,44,20.12,20.12,8069.91,3002.67,1.65,4.1,661.36,403,1790,1943,1670471,4164,3,48,1806,206.999954150666,2525.81196322729,2194
"B8Roverwatch-2785",1045,2.42,3.16,48.8,24.3,24.3,8587.12,1719.77,2.05,2.42,724.56,384,831,1500,1039042,2940,9,28,1214,121.00005589767,1434.03168819697,4178
"Sirgingelot-2531",179,2.78,3.07,53.3,25.02,25.02,8770.22,148.87,2.09,0.21,730.85,74,402,520,394660,1126,6,14,405,45.0000114022225,540.001368269823,2641
"AintNoMercy-2742",147,2.12,3.26,60.9,18.87,18.87,6129.65,2899.74,1.6,4.09,518.95,36,220,181,140982,434,4,8,205,23.0000081570726,271.667790731284,1681
"Cruzer16-1131",625,2.27,2.76,45.8,20.29,20.29,7362.12,1412.12,1.84,2.13,665.8,33,210,241,176691,487,4,9,215,24.0000162996528,265.381495944728,3182
"Ajwinner-1976",284,2.32,2.84,52.8,20.72,20.72,7782.81,1088.08,1.8,1.58,676.35,106,991,946,840543,2238,47,36,966,107.999938325618,1242.76336216456,2524
"Weeman00211-1366",58,3.32,4.66,59.3,22.4,22.4,6679.9,1512.98,1.93,2.18,576.98,66,862,654,574471,1926,5,31,580,85.9999401188641,995.651495719089,3009
"Naito-21953",349,2.56,3.11,48.7,25.33,25.33,9215.44,2339.31,2.08,3.2,756.01,354,2072,2252,1778580,4889,7,66,1907,193.000008681083,2352.5879287311,2563
"Aldus-11760",144,2.76,3.13,47.3,22.46,22.46,8057.45,1308.96,1.96,1.9,702.08,756,2743,2989,2401119,6692,31,61,2427,297.999863480382,3420.00769143118,2367
"Nanakon-21217",495,2.62,3.58,60,30.6,30.6,11927,3024.3,2.45,4.03,953.14,23,118,172,119270,306,12,7,117,10,125.133768386596,2352
"a1tis-3171",246,3.01,4.22,49.1,26.15,26.15,8872.67,2778.87,2.17,3.85,737.21,192,423,795,487997,1438,14,21,478,55.0000169058468,661.951140109331,3277
"Terside-2672",243,2.05,2.31,39.3,25.46,25.46,0,832.71,2.38,1.3,0,90,252,389,0,713,3,10,347,NA,NA,2929
"mertyyGTR-2877",178,1.55,2.41,43.9,14.51,14.51,5886.32,1823.12,1.42,2.97,574.62,44,197,232,241339,595,2,7,385,40.9999796137485,419.997563607253,2571
"ZioJuan-2199",373,4.23,5.36,51.3,27.59,27.59,8006.32,346.54,2.43,0.51,704.45,49,828,734,608480,2097,4,27,496,75.9999600315751,863.766058627298,2471
"Israfela-1270",198,2.46,5.64,49.2,17.84,17.84,3364.61,10440.61,1.51,14.7,284.19,119,3019,1188,1006018,5333,2,81,2171,298.999884087606,3539.94862591928,2004
"TheFish-21948",180,2.32,3.19,51.1,20.27,20.27,7008.73,2730.03,1.73,3.87,596.58,170,1272,1243,1002248,2899,28,43,1250,142.999944355111,1679.98927218479,2409
"Stylosa-21551",354,3.21,3.24,56.8,30.65,30.65,0,1571.84,2.36,2.02,0,112,401,555,0,1134,0,23,353,NA,NA,3832
