Battletags,Level,Rating,K/D,KDA,Win Pct,Kills/Game,Elim/Game,Damage/Game,Healing/Game,Elim/Min,Healing/Min,Damage/Min,Solo Kills,Obj kills,Final Blows,Damage Done,Elims,Environment Kills,MultiKills,Deaths
NeoxDelta-2364,50,0,1.71,4.32,0.0%,0.00,10.83,"3,412.67","6,534.83",1.18,11.82,370.49,15,45,13,"20,476",65,0,2,38
SmallRaven-21101,226,"2,261",3.08,4.74,56.1%,22.11,22.11,"6,531.30","3,255.02",1.93,4.73,569.79,149,736,772,"535,567","1,813",19,13,589
Seguji-2545,288,0,2.81,3.12,48.7%,22.44,22.44,"7,996.74",735.21,2.08,1.13,740.56,52,413,374 ,"311,873",875,2,8,311
Xtrmo-2731,402,0,1.77,2.16,37.5%,16.62,16.62,"6,447.50",150.75,1.36,0.21,527.40,3,78,52,"51,580",133,14,2,75
JoshNoDrake-1799,140,"2,082",2.63,4.26,52.6%,22.54,22.54,"6,296.72","6,622.59",1.92,9.39,535.77,96,"1,148",664,"610,782","2,186",0,30,832
LEGEND-32805,142,"2,185",3.96,4.05,60.0%,30.90,30.90,"10,468.70",43.50, 2.41,0.06,815.95,49,120,164,"104,687",309,0,3,78
Floop-2258,171,"2,082",2.19 ,2.48,55.3%,21.96,21.96,"7,111.76","1,317.01",2.02,2.02,655.40,209,869,"1,065","668,505","2,064",11,34,941
DannuTostada-1671,802,"2,082",1.40,4.41,43.8%,10.67,10.67,"2,824.79","8,433.21",0.93,12.21,245.35,21,234,193,"135,590",512,60,3,365
CarryLord-11925,505,"2,541",2.97,3.92, 62.3%,22.26,22.26,"7,869.09 ","2,074.42",1.95,3.04,690.96,133,412,564,"417,062","1,180",7,18,397
degosa-2906,440,0,4.33,82.78,100.0%,39.00,39.00,"6,816.00","9,938.00",2.68,11.40,468.99,157,25,7,"6,816",39,18,26,9 
EnterAName-12762,205,0,2.49,3.18,61.1%,19.94,19.94,"6,686.19","1,581.47",1.73,2.29,581.50,46,282,313,"240,703",718,2,10,288
JessPiece-2645,88,"2,081",4.91,6.52,61.0%,27.32,27.32,"6,912.95","2,526.49",2.67,4.11,674.84,76,505,388,"283,431","1,120",0,18,228
MIRO-31263,404,0,1.15,1.70,0.0%,0.00,19.00,"6,022.50","1,164.00",1.23,1.26,389.81,2,13,25,"12,045",38,3,7,33
Jinkool-1255,402,"2,081",2.83,3.86,41.9%,27.65,27.65,"8,914.77","6,154.32",2.38,8.83,767.66,40,486,265,"276,358",857,7,20,303
Trashpanda-11397,665,"2,031",1.92,4.00,42.2%,15.69,15.69,"3,982.06","7,369.83",1.35,10.58,342.90,29,535,262,"254,852","1,004",4,9,524
Valtronas-1948,472,"2,080",2.34,2.52,45.5%,23.57,23.57,"9,607.03",508.22,2.03,0.73,828.84,286,749,"1,222","845,419","2,074",7,28,887
Vandst-1859,139,0,2.23,2.66,49.4%,24.05,24.05,"8,960.98","2,219.04",2.04,3.14,759.66,848,"4,306","4,892","3,467,899","9,307",4,129,"4,178"
Obiwanadoobi-1853,40,"2,080",2.45,4.65, 37.7%,16.43,16.43,"4,861.72 ","3,639.87",1.45,5.36,429.45,17,522,255,"257,671",871,0,15,355
ONLINE-31105,230,"1,948",1.50,1.66, 30.0%,18.80,18.80,"7,199.70",695.80,1.48,0.91,565.50,19,115,76,"71,997",188,18,3,125
mitoui-2530,226,"2,079",2.73,4.45,46.2%,19.20,19.20,"6,328.10","3,960.31",1.69,5.81,557.00,279,"1,257","1,390","1,069,449","3,244",35,26,"1,187"
Karichan-11758,340,0,1.24,3.52,0.0%,0.00,12.00,"8,208.33","1,811.00",1.06,2.67,726.04 ,2,26,17,"24,625",36,0,6,29
LoryTheBest-21110,105,"1,938",2.13,2.39,41.9%,27.86,27.86,"10,299.86",398.56,2.17,0.52,803.82,103,485,733,"442,894","1,198",12,19,563
GwennRoar-2641,223,"2,023",1.94,3.18,46.2%,16.98,16.98,"5,819.06 ","3,421.94",1.58,5.32,543.12,63,385,350,"302,591",883,8,3,456
Phantom-16972,336,0,2.29,3.68,49.5%,22.40,22.40,"7,096.00","3,796.45",1.77,5.01,562.00,92,"1,067",933,"759,272","2,397",16,30,"1,047"
LazyTitan-21672,153,"2,078",3.02,5.29,50.0%,19.60,19.60,"6,266.55","4,649.05",2.18,8.61,696.28,26,200,156,"125,331",392,18,4,130
Sig-1417,96,"2,078",2.07,3.53,47.5%,17.92,17.92,0.00,"4,967.62",1.49,6.90,0.00,54,330,343,0 ,717,3,7,346
QinYC-1761,956,"2,123",1.82,4.38,51.3%,15.07,15.07,"5,074.01","5,468.46",1.23,7.44,414.33,43,569,388,"385,625","1,145",6,8,629
Pokemon-11508,280,"2,710",2.59,3.01,47.3%,20.37,20.37,"7,192.05","1,240.91",1.77,1.80,625.98,132,957,"1,032","805,510"," 2,281",24,23,882
MegaByte-11435,214,"2,003",2.75,3.03,49.6%,23.60,23.60,"7,386.28",470.35,1.96,0.65,613.40,126," 1,264",873,"908,513","2,903",23,39,"1,054"
WuuBoost-1705,168,0,3.29,10.59,50.0%,28.00,28.00,"5,855.50","9,330.00",2.28,12.67,477.03,7,32,22,"11,711",56,9,8,17
Mock1ngb1rd-2695,475,"2,077",1.96,2.73,49.3%,17.93,17.93,"5,645.88","2,197.65",1.49,3.05,469.62,119,"1,717","1,200","1,123,531","3,568",10,40,"1,823"
yuriKAH-1757,876,"2,926",0.56,4.49,40.6%,4.84,4.84,991.62,"10,417.59",0.38,13.77,78.65,5,74,45,"31,732",155,0,10,278
Wrecktangle-11836,253,0,1.23,1.77,0.0%,0.00,10.67,"5,606.33","1,194.00",1.37,2.56,720.81,107,12,17,"16,819",32,6,20,26
MagSwag-21860,335,"2,345",2.09,2.35,46.0%,23.37,23.37,"9,193.43",814.69,1.92,1.12,755.29,349,"1,080","1,525","1,038,858","2,641",13,28,"1,266"
Maka-12368,661,"2,179",1.30,5.66,48.3%,7.17,7.17,"1,630.55","6,910.97",0.73,11.80,167.06,7,118,65,"47,286",208,3,6,160
PapaJay-11398,301,"2,076",2.29,3.98,45.0%,22.55,22.55,"6,094.88","5,984.85",1.88,8.31,507.91,58,418,330,"243,795",902,5,4,394
Logan-2847,302,"2,085",2.07,2.55,48.7%,21.38,21.38,"7,682.72","3,012.15",1.82,4.27,654.21,81,342,382,"299,626",834,4,7,402
Ace-11496,158,"2,076",2.06,4.12,47.4%,17.53,17.53,"4,394.90","6,063.71",1.51,8.73,379.56,40,"1,117",501,"501,019","1,998",3,36,969
Skaylub-1210,102,0,2.32,4.43,57.5%,19.75,19.75,"5,384.55","4,778.52",1.61,6.49,438.72,24,469,215,"215,382",790 ,5,8,341
Ronflex-2414,217,"2,075",2.85,4.96,40.3%,18.87,18.87,0.00,"5,407.40",1.92,9.15,0.00,84,521,454,0,"1,264",5,14,443
Bread-11625,467,"2,075",2.10,4.19,52.0%,18.76,18.76,"4,749.04","8,104.20",1.56,11.26,395.75,6,270,105,"118,726",469,4,3,223
Saly-21874,89,0,3.88,4.05,56.3%,29.34,29.34,"11,000.38",572.59,3.02,0.98,"1,130.96",139,309,605,"352,012",939,0,11,242
Mokka-2102,637,"2,380",2.97,6.25,60.0%,18.62,18.62,"4,582.22","10,098.00",1.64,14.84,403.99 ,28,382,190,"183,289",745,15,5,251
kuskovich-21451,730,"2,082",2.64,3.77,41.5%,19.13,19.13,"6,709.15","2,120.79",1.68,3.10,588.91,198,"1,126","1,050","872,189","2,487",27,17,941
Shonenrobo-1303,316,0,0.61,4.78,75.0%,3.50,3.50,605.75,"9,229.50",0.35,15.58,61.37,62,10,2,"2,423",14,0,13,23
deadzlflame-1716,"1,065","2,074",1.96,4.14,44.2%,17.13,17.13,"5,114.04","3,981.96",1.43,5.53,426.17,108,"1,308",858,"843,816","2,826",11,46,"1,445"
Pioupiou-2154,3,"2,536",2.11,3.53,49.0%,18.30,18.30,"6,178.40","2,666.65",1.50,3.65,507.45,172,"1,525","1,578","1,198,610","3,551 ",15,59,"1,679"
EMT-31854,63,0,1.42,3.56,33.3%,17.00,17.00,"8,141.33",587.33,1.51,0.87,723.67,7,30,28,"24,424",51,3,6,36
InYourNan-1616,266,"2,724",3.32,4.27,60.0%,28.20,28.20,"10,803.70","2,102.50",2.19,2.73,840.86,31,118,160,"108,037",282,0,3,85
Doc-1925,353,"2,073",2.08,3.36,50.0%,18.28,18.28,"6,869.72","3,065.47",1.63,4.56,613.69,157,"1,188","1,085","920,542","2,450",9,32,"1,179"
Skyelines-1492,379,"2,105",2.31,6.67,38.8%,13.86,13.86,"2,837.11","11,843.64",1.19,17.00,244.29,20,566,254,"241,154","1,178",2,15,509
AKMG-2508,206,"2,075",1.71,3.83,52.7%,15.16,15.16,"4,192.43","7,423.34",1.24,10.11,342.53,114,"1,358",768,"691,751","2,502",50,32,"1,465"
Zman-21884,819,0,2.18,3.69,20.0%,22.20,22.20,"6,596.40","9,564.80",1.91,13.71,567.19,2,48,32,"32,982",111,0,2,51
Dark-11538,267,0,2.20,2.72,25.0%,22.00,22.00,"7,593.25","1,627.75",1.73,2.13,596.13,25,52,32,"30,373",88,6,7,40
ZetraX13-1643,50,"1,946",2.54,3.85,44.5%,20.78,20.78,"6,541.42","5,303.47",1.82,7.72,571.45,135,"1,400",873,"837,302","2,660",3,36,"1,047"
almostOP-2705,94,"2,064",2.71,3.27,50.0%,17.83,17.83,"6,272.08","3,019.00",1.83,5.16,643.47,10,107,84,"75,265",214,2,8,79
Noobsy-1778,923,"2,146",2.07,3.17,49.1%,18.08,18.08,"7,129.98","2,814.57",1.53,3.98,604.86,88,363,452,"377,889",958,39,12,463
HjorthenDK-2343,112,"2,071",2.53,2.69,59.4%,23.88,23.88,"7,474.44",499.53,2.12,0.74 ,664.39,57,301,348,"239,182",764,0,6,302
Mori-11927,216,"2,071",3.28,7.66,52.0%,21.87,21.87,"6,640.26","6,516.34",1.90,9.43,576.41,188,"1,289","1,164","830,032","2,734",11,33,833
IRaidzZ-1866,275,"2,348",2.36,2.66,49.1%,23.92,23.92,"9,624.04","1,133.50",2.03,1.60,816.66,332,900,"1,449","1,077,892","2,679",17,47,"1,134"
Zoobz-11211,574,"2,152",2.72,3.67,48.7%,22.54,22.54,"8,166.79","1,468.36",1.88,2.04,679.79,46,433,396,"318,505", 879,2,12,323
neep-11527,284,"2,070",1.85,3.89,52.7%,16.07,16.07,"4,688.47","5,461.18",1.52,8.64,444.80,37,707,355,"346,947","1,189",6,19,641
DieNox-2515,7,"2,708",2.96,4.29,52.8%,23.22,23.22,"8,159.40","1,231.51",1.93,1.71,679.10,178,"2,029","1,657","1,574,765","4,481",15,83,"1,514"
LDpug-1867,152,"2,197",2.48,2.57,59.6%,25.45,25.45,"8,146.02",230.09,2.25,0.34,720.28,292, 350,865,"382,863","1,196",26,6,483
eibxmatic-2247,59,"2,070",2.39,3.38,52.1%,20.44,20.44,"7,107.41","3,628.61",1.88,5.57,655.00,105,893,722,"668,097","1,921",19,20,805
Gio-22874,"1,067","2,267",1.92,3.65,49.7%,13.51,13.51,"4,415.77","3,696.47",1.20,5.47,392.07,159,"1,279",922,"852,244","2,607",24,22,"1,356"
Aishan-2839,411,"2,088",2.43,3.21,39.5%,19.02,19.02,"6,497.70","1,794.70",1.69,2.66,576.76,47,347,355,"279,401",818,2,12,336
SigzagSwag-2243,295,0,2.53,3.12,50.0%,14.33,14.33,"5,281.50","1,597.50",1.85,3.43,680.02,4,46,48,"31,689",86,0,6,34
Conbeon-2798,197,"2,069",1.39,4.40,42.9%,10.57,10.57,"2,742.49","11,085.34",0.88,15.40,228.54,13,179,112,"95,987",370,6,2,267
Ahri-2760,98,"2,068",1.30,1.88,31.4%,12.80,12.80,0.00,"2,871.66",1.24,4.65,0.00,23,260,143,0,448,2,2,344
TwoFaced-1426,227,"2,068",1.64,3.28,45.7%,14.03,14.03,"4,148.40","9,535.86",1.17,13.24,345.70,16,296,112,"145,194",491,13,0,299
imonafalcon-1616,321,0,2.54,4.37,40.0%,19.62,19.62,"6,278.10","2,958.88",1.73,4.36,554.56,35,477,266,"251,124",785,4,8,309
Winlix-21603,85,"2,068",3.09,6.53,55.6%,22.50,22.50,"4,550.22","10,227.11",2.25,17.05,455.02,7,206,96,"81,904",405,5,5,131
Bast-11964,149,"1,999",2.62,2.95,52.3%,25.91,25.91,"9,894.52",351.27,2.11,0.48,805.59,336,"1,510","1,680","1,306,077","3,420",13,86,"1,303"
dexlenn-1838,571,0,4.04,4.80,75.0%,27.75,27.75,"9,347.50","1,307.50",2.42,1.90,815.34,25,100,111,"74,780",222,0,4,55
lilpump-1929,134,"2,077",2.18,3.07,50.0%,20.16,20.16,"7,243.20","1,513.70",1.74,2.18,624.50,499,"3,000","2,854","2,274,366","6,329",2,79," 2,899"
Yomi-21863, 151,"2,069",0.61,4.55,52.9%,3.82,3.82,912.92,"7,613.75",0.36,12.08,86.94,7,90,45,"46,559",195,10,0,322
ZFPuhi-2680,202,"2,067",1.92,2.99,50.0%,15.75,15.75,"6,423.60","3,144.10",1.75,5.82,713.73,39,127,170,"128,472",315,0,4,164
Nicky-11418,254,0,2.33,6.81,33.3%,16.33,16.33,"3,812.67","4,949.00",1.85,9.37,432.98,34,22,10,"11,438",49,2,2,21
Ragdoll139-2910,527,"2,199",2.10,2.34,50.0%,22.72,22.72,"8,697.97","1,026.39",1.89,1.42,723.79,125,636,687,"556,670","1,454",12,24,692
ShadowAngeld-1532,290,"2,170",3.07,4.93,62.9%,20.27,20.27 ,"6,265.42","3,756.76",1.76,5.43,543.73,50,558,487,"388,456","1,257",9,13,410
mituzora-1861,395,0,2.98,6.74,50.0%,19.47,19.47,"3,070.42","13,033.16",1.61,17.98,254.16,6,431,158,"116,676",740,0,9,248
TrickyCorvid-1774,160,0,2.01,3.08,44.4%,16.33,16.33,"6,223.78","3,211.89",1.35,4.42,514.20,5,74,49,"56,014",147,3, 29,73
StarLow-11532,288,"2,065",1.32,4.69,64.0%,7.90,7.90,"1,990.18","8,813.36",0.73,13.60,184.28,9,243,117,"99,509",395,5,7,300
fox-3464,652,"2,064",2.19,4.29,47.7%,15.91,15.91,"4,810.08","3,676.80",1.49,5.75,451.47,107,725,632,"514,679","1,702",11,23,778
Daimyo-2770,202,"2,064",2.31,4.44,53.9%,17.23,17.23,"5,251.21","4,651.25",1.50,6.75,457.49,70,"1,067",562,"603,889","1,982",6,29,859
Mgik-1961,347,"2,292",2.48,3.21,55.8%,23.23,23.23,"8,331.47","2,124.57",1.98,3.03,711.79,229,"1,586","1,606","1,358,030","3,787",24,49,"1,526"
toastyme-1318,234,"2,063",3.07,3.89,50.6%,22.86,22.86,"8,758.59","1,788.05",1.99,2.59,762.00,624,"2,527","2,985","2,285,993","5,966",29,57,"1,941"
EricTheGreat-11252,124,"2,009",1.12,2.36,32.4%,10.94,10.94,"4,325.21","4,176.09",0.91,5.78,359.23,38,356,293,"294,114",744,0,9,665
therealkenzo-2250,117,0,2.02,2.82,44.3%,20.77,20.77 ,"8,183.05","2,179.41",1.75,3.07,691.26,233,731,962,"720,108","1,828",3,21,904
QuinnzoreVN-1167,405,"2,771",4.24,12.88,80.0%,32.20,32.20,"11,273.30",73.50,2.92,0.11,"1,023.91",49,77,193,"112,733",322,3,4,76
Just1n-21769,372,"2,009",2.75,3.19,45.5%,24.89,24.89,"9,326.05",455.09,2.07,0.63,776.97,102,479,555,"410,346","1,095",13,9,398
filipus098-2829,198,"2,212",2.37,3.24,52.9%, 20.74,20.74,"6,162.41","2,324.03 ",1.73,3.24,515.07,32,294,309,"209,522",705,2,9,297
KingSlayer-22855,13,"2,508",2.71,7.06,59.5%,19.24,19.24,"6,826.89","6,766.97",1.74,10.20,617.62,41,326,276,"252,595",712,8,5,263
ChillStation-2327,183,"2,062",2.19,2.63,46.3%,21.29,21.29,"8,274.99",784.67,1.90,1.17,737.55,814,"2,064","2,971","2,035,648","5,238",2,38,"2,387"
TaborTooth-11944,97,"2,061",2.46,3.42,69.4%,19.67,19.67,"5,928.39","3,637.58",1.65,5.08,496.99,10,464,232,"213,422",708,3,11,288
sombrero-11665,263,"2,403",2.76,5.76,48.5%,20.19,20.19,"5,539.75","7,288.24",1.71,10.29,469.06,131,837,782,"559,515","2,039",7,16,738
HaitenBlue-2761,340,"2,019",1.61,4.13,50.3%,14.03,14.03,"3,816.08","7,485.17",1.14,10.14,310.23,83,"1,364", 779,"721,239","2,652",14,24,"1,652"
PopeJonPaul-1220,851,"1,466",2.26,3.94,33.3%,15.00,15.00 ,"5,455.33","3,509.53",1.41,5.49,511.81,37,174,168,"163,660",450,4,8,199
JJKM-1545,313,"1,996",2.96,4.41,39.5%,23.28,23.28,"7,599.12","1,502.14",1.98,2.13,647.86,118,706 ,662,"577,533","1,769",11,26,598
Sanghren-2596,265,"2,489",2.64,4.90,47.3%,20.26,20.26,"5,475.05","7,391.04",1.78,10.80,480.00,165,"2,313","1,565","1,330,437","4,923",22,55,"1,863"
Anovelty-1213,668,"2,372",1.84,5.27,51.9%,12.36,12.36,"2,102.14","11,262.52",1.03,15.56,174.30,24,"1,102",292,"323,730","1,904",4,18,"1,034"
Alinush-21940,260,"2,051",2.74,3.80,49.8%,20.18,20.18,"6,958.57"," 2,862.19",1.73,4.10,597.83,384,"1,898","2,096","1,649,181","4,783",34,46,"1,747"
Madcroc-11117,112,"2,060 ",2.18,2.78,53.8%,21.55,21.55,"7,486.57","1,713.46", 1.79,2.37,621.28,240,"1,727","1,644","1,280,204","3,685",23,41,"1,692"
robertoRSM-1288,344,0,2.44,4.67,40.9%,20.02,20.02,"5,268.41","9,470.02",1.70,13.39,446.91,52,648,352,"347,715","1,321",0,15,541
OppaiLord69-1696,218,0,0.87,6.40,66.7%,4.33,4.33,"1,320.50","6,135.17",0.47,11.08,143.10,11,19,4,"7,923", 26,0,0,30
zenbb-11874,262,"2,405",2.25,4.52,49.0%,20.25,20.25,"5,696.78","5,237.94",1.68,7.24,472.43,45,466,360,"290,536","1,033 ",8,6,459
skittles-12320,542,"2,059",2.01,3.81,35.3%,15.85,15.85,"5,450.85","2,934.59",1.50,4.62,514.80,18,278,150,"185,329",539,0,7,268
Lordaeron-2589,211,0,1.20,2.08,33.3%,10.00,10.00,"4,538.67",200.00,0.92,0.31,417.46,43,16,13,"13,616",30,5,11,25
Deralam-1546,"1,086","2,058",2.81,5.82,50.4%,20.52,20.52,"5,763.77","6,194.46",1.93,9.70,541.79,181,"1,236 ","1,063","812,691","2,893",8,41,"1,029"
NightGamer-21620,546,"2,497",3.26,3.37,56.0%,26.43,26.43,"7,964.31",306.00,2.22,0.43,670.53,109,880,735,"597,323","1,982",2,33,608
lemonade-11213,853,"2,058",1.04,5.11,38.5%,7.26,7.26,"1,690.26","11,228.05",0.62,16.11,145.52,6,154,66,"65,920",283,6,12,271
Furion001-1425,95,"2,059",1.34,2.30,34.3%,12.43,12.43,"4,526.34","2,977.37",1.22,4.87,443.82,24,241,170,"158,422",435,0,6,324
Quest-11845,263,"2,057",3.82,4.73,49.6%,26.59,26.59,"8,231.89","2,353.85",2.24,3.30,692.23,267,"1,272","1,212","913,740","2,951",2,22,773
Wintermute-1751,"1,293","2,057",2.50,3.20,41.7%,21.96,21.96,"8,679.69","1,588.81",1.95,2.35,771.53,131,463,536,"416,625","1,054",14,17,421
TioOdin-1657,860,"2,057",2.56,4.52,42.7%,21.43,21.43,"7,034.79","5,123.73",1.75,6.98,575.07,96,"1,158",814,"724,583","2,207",11,16,863
Quest-11845,263,"2,057",3.82,4.73,49.6%,26.59,26.59,"8,231.89","2,353.85",2.24,3.30,692.23,267,"1,272","1,212","913,740","2,951",2,22,773
Nak-1568,124,"2,058",3.15,3.59,56.3%,24.38,24.38,"7,656.11",519.70,2.24,0.80,703.34,102,836,549,"489,991 ","1,560",0,22,495
woff-21927,326,"2,169",1.93,3.63,48.8%,15.19,15.19,"4,530.23","4,865.27",1.27,6.76,377.42,16,760,313,"380,539","1,276",3,15,660
oaksofgold-1370,527,"1,932",2.18,3.62,42.9%,16.95,16.95,"4,781.14","4,232.95",1.61,6.68,452.98,14,175,127,"100,404", 356,8,4,163
AveteVos-1698,695,0,0.86,56.57,0.0%,0.00,6.00,"3,698.00",523.00,0.83,1.20,508.90,36,3,3,"3,698",6,3,5,7
Noteworthy-11308,532,"2,056",2.19,3.44,47.7%,20.95,20.95,"7,139.76","3,555.71",1.77,5.00,601.98,207,849,765,"614,019","1,802",9,46,824
TwentyOne-11135,187,"2,182",1.66,4.90,52.1%,13.88,13.88,"2,742.10","8,882.73",1.13,12.08,223.67,6,388,124,"131,621",666,3,3,400
Flexisie-1214,639,"2,555",2.66,3.21,52.6%,21.73,21.73,"8,482.71","1,406.05",1.83,1.98,715.73,482,"1,567","2,155","1,645,645","4,215",8,42,"1,584"
Bargain-11604,63,"2,055",1.70,2.86,46.4%,14.30,14.30,"4,589.46","2,533.20",1.27,3.76,408.43,25 ,425,259,"257,010",801,3,6,470
Saltless-1772,173,"2,099",2.10,2.95,49.5%,21.00,21.00,"7,406.23","2,946.03",1.80,4.20,633.79,474,"1,890","2,107","1,614,558","4,578",23,34,"2,179"
TxigaPenacho-2542,206,"2,076",2.88,6.89,46.8%,23.20,23.20,"6,459.42","10,197.68", 1.88,13.77,523.32,34,"1,022",341,"510,294","1,833",12,18,637
Arcadure-1298,214,0,2.42,3.22,56.5%,21.27,21.27,"7,570.04","2,638.77",1.79,3.71,638.23,167,956,923,"696,444","1,957",9,22,808
ibeansus-2778,263,"2,054",2.96,3.92,53.6%,21.22,21.22,"5,999.95","2,152.76",1.95,3.29,550.00,237,"1,002",901,"659,995","2,334",0,28,789
Anders-22818,368,"2,096",2.46,4.39,52.2%,21.70,21.70,"6,334.30","6,812.78",1.85,9.67,539.42,28,240,182,"145,689",499,2,4,203
Exa-21778,354,"1,968",2.36,5.10,46.2%,18.12,18.12,"5,537.38","5,275.27",1.53,7.41,466.63,33,228,186,"143,972",471,2,4,200
Nemisari-1767,806,"2,322",2.76,4.82,73.3%,18.00,18.00,"5,087.87","2,606.27",1.76,4.24,496.65,22,121,112,"76,318",270,0,4,98
Hyonu-1444,130,"2,162",1.96,3.21,57.4%,18.52,18.52,"6,353.56","1,688.34",1.65,2.50,564.25,59,532,453,"387,567","1,130",7,18,577
Waubbafet-1429,224,"2,053",2.29,3.21,68.8%,20.06,20.06,"5,945.44","4,309.56",1.78, 6.38,528.48,11,178,88,"95,127",321,2,2,140
Fru3rLunD-2393,138,"2,163",2.10,2.35,53.7%,19.76,19.76,"8,398.80",978.80,1.81,1.49,768.18,65,318,404,"344,351",810,13,12,385
MamaBear-21151,356," 2,189",2.94,4.11,46.5%,21.15,21.15,"6,169.42","2,129.74",1.76,2.96,514.48,141,"1,224",998,"795,855","2,728",8,33,928
Wardado-2120,149,"2,052",2.66,3.16,52.6%,23.79,23.79,"7,778.16","2,667.00",2.51,4.69,821.03,45,191,231,"147,785",452,8,5,170
MaDSp3ctr3-2614,84,"2,068",0.24,4.44,59.0%,1.77,1.77,521.10,"11,143.21",0.15,15.83,44.43,2,41,14,"20,323",69,0,0,290
Geeekoid-2179,255,"2,052",2.18,2.56,50.0%,19.17,19.17,"7,613.55",73.57,1.73,0.11,687.60,37,349,409,"319,769",805,4,16,369
kickhats-2266,197,"2,239",2.21,3.50,43.8%,17.81,17.81,"5,769.81","3,279.75",1.44,4.41,465.50,15,124,97,"92,317",285,2,11,129
Seven-13701,266,"2,052",1.49,2.32,25.9%,16.76,16.76,"6,886.06","2,598.98",1.51,3.90,619.75,85,341,451,"371,847",905,6,16,608
BlizzardFyre-1951,117,0,1.81,3.45,63.0%,18.52,18.52,"5,667.81","6,021.30",1.58,8.54,482.34,50,205,209,"153,031",500,8,5,277
kefkameta-1940,480,"1,968",1.94,3.63,34.8%,18.35,18.35,"5,962.39","5,518.48",1.56,7.84,508.44,26,246,148,"137,135",422,2,3,217
bi0man392-1363,"1,046","2,122",2.73,3.55,42.7%,19.83,19.83,"7,849.12","4,072.11",1.69,5.79,670.09,332,"2,477","2,285","2,040,771","5,155",59,61,"1,887"
nees-11229,77,0,2.84,5.49,33.3%,26.00,26.00,"10,456.67",32.33,2.03,0.04,816.93,22,58,84,"62,740",156,4,3,55
Rillickual-1632,97,"1,955",2.19,5.07,47.1%,15.69,15.69,"4,399.36","5,373.04",1.41,8.04,394.83,62,778,515,"448,735","1,600",11,11,731
Mythodude-2803,222,"2,050",2.58,5.22,48.7%,15.54,15.54,"5,012.84","5,019.89",1.60,8.60,515.21,41,268,224,"185,475",575,4,9,223
Meatball44-1291,254, 0,2.66,3.38,60.0%,17.00,17.00,"5,888.80","1,070.80",1.79,1.88,620.53,3,23,34,"29,444",85,6,13,32
Stonedbeef-2145,160,"2,050",2.70,4.34,48.7%,19.01,19.01,"6,982.50","4,041.90",1.73,6.12,634.04,226,"1,451"," 1,500","1,103,235","3,004",18,18,"1,114"
aspeffs-2720,190,0,2.37,4.47,50.5%,20.83,20.83,"5,853.22","7,385.56",1.77,10.47,498.05,130,"1,009",673,"591,175","2,104",16,24,887
Aidman-11982,194,"2,007",3.07,3.88,38.5%,24.54, 24.54,"8,262.00","5,246.15",2.02,7.20,680.50,23,142,134,"107,406",319,0,5,104
Jaegin-11415,928,"2,013",2.58,3.01,54.5%,18.73,18.73,"5,888.45","2,735.36",1.84,4.49,579.36,31,80,109,"64,773",206,2,3,80
Aaren11-1918,121,"2,000",4.47,7.45,42.3%,23.88,23.88,"6,368.62","6,303.46",2.21,9.72,589.16,28,256,188,"165,584",621,0 ,7,139
Skatrix-11686,345,0,3.08,3.86,87.5%,29.25,29.25,"9,693.75",603.00,2.22,0.76,736.00,15,117,107,"77,550",234,20,4,76
Rxderder-1579,620,"2,383",2.62,3.05,63.2%,21.71,21.71,"8,467.57",596.03,1.91,0.87,744.05,139,590,679,"575,795","1,476",9,27,563
leevgs-2112,294,"2,169",2.47,5.51,54.7%,18.32,18.32,"4,521.49","13,074.03",1.46,17.36,360.16,25,733,326,"339,112","1,374",29,22,556
mohameed010-2577,75,0,1.72, 5.10,40.9%,9.70,9.70,"2,149.09","7,009.93",1.09,13.09,240.79,25,177,122,"94,560",427,0,0,248
valentine-12931,287,"3,000",2.77,5.59,64.4%,19.56,19.56,"5,132.72","5,978.15",1.68,8.55,440.38,143,"1,429","1,004","764,775","2,915",2,32,"1,051"
d4niel-2318,995,"2,124",3.20,4.39,53.8%,25.59,25.59,"6,622.05","3,244.89",2.10,4.44,543.14,158,"2,342","1,305","1,231,701","4,759",12,73,"1,485"
Electabuzz47-1497,448,"2,115",2.22,3.56,50.9%,19.40,19.40,"6,024.80","2,939.38",1.64,4.14,509.52,181,"1,539","1,274","1,030,241","3,317",9,50,"1,496"
Loxi-11965,"1,275","2,047",0.95,3.78,47.7%,7.96,7.96,"1,953.97","9,253.38",0.68,13.26,168.00,61,"1,949",785,"810,898","3,304",10 ,25,"3,466"
KawaiiDesu-21758,241,"2,075",1.73,5.41,50.0%,11.64,11.64,"2,817.36","5,975.07",1.14,9.74,275.44,3,74,42,"39,443",163,0,2,94
love-21965,114,"2,046",2.29,2.56,44.1%,22.75,22.75,0.00,"2,019.41",1.83,2.71,0.00,454,"1,257","1,679",0,"3,299",36,38,"1,439"
Kr0m-11364,268,"2,497",2.69,3.39,51.9%,22.40,22.40,"8,843.62","2,932.80",1.89,4.12,745.09,328,"1,047","1,284","937,424","2,374",0,18,884
boxghost-1448,412,"2,046",2.56,3.88,76.9% ,19.92,19.92,"6,879.31","4,149.08",2.16,7.49,745.26,26,105,122,"89,431",259,4,2,101
Joey-1392,373,"2,046",1.85,2.95,35.9%,19.82,19.82,"8,741.95","2,769.05",1.61,3.75,710.28,76,419,409,"340,936",773,2,10,418
